DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,SEATS,PASSENGERS,DISTANCE,UNIQUE_CARRIER_NAME,ORIGIN,DEST,AIRCRAFT_TYPE,ORIGIN_STATE_ABR,DEST_STATE_ABR,MONTH
32,30,1440,1189,175,Piedmont Airlines,CLT,LYH,484,NC,VA,4
36,36,1728,1524,175,Piedmont Airlines,CLT,LYH,484,NC,VA,3
63,58,2784,2051,175,Piedmont Airlines,CLT,LYH,484,NC,VA,2
90,89,4272,3280,155,Piedmont Airlines,CLT,ROA,484,NC,VA,5
92,87,4176,3254,175,Piedmont Airlines,CLT,LYH,484,NC,VA,1
97,96,4608,3176,155,Piedmont Airlines,CLT,ROA,484,NC,VA,4
97,97,4656,3898,155,Piedmont Airlines,CLT,ROA,484,NC,VA,6
108,107,5136,4216,155,Piedmont Airlines,CLT,ROA,484,NC,VA,2
123,120,5760,4721,155,Piedmont Airlines,CLT,ROA,484,NC,VA,3
149,141,6768,5227,155,Piedmont Airlines,CLT,ROA,484,NC,VA,1
1,1,48,46,245,Piedmont Airlines,CLT,CHO,484,NC,VA,12
153,147,7056,5615,175,Piedmont Airlines,CLT,LYH,484,NC,VA,12
170,168,8064,5812,155,Piedmont Airlines,CLT,ROA,484,NC,VA,12
159,156,7488,6623,175,Piedmont Airlines,CLT,LYH,484,NC,VA,11
180,176,8448,6628,155,Piedmont Airlines,CLT,ROA,484,NC,VA,11
161,156,7488,6639,175,Piedmont Airlines,CLT,LYH,484,NC,VA,10
203,198,9493,7443,155,Piedmont Airlines,CLT,ROA,484,NC,VA,10
12,12,576,398,235,Piedmont Airlines,CLT,HTS,484,NC,WV,6
62,62,2976,1914,235,Piedmont Airlines,CLT,HTS,484,NC,WV,4
62,58,2784,2008,235,Piedmont Airlines,CLT,HTS,484,NC,WV,5
70,67,3216,2185,235,Piedmont Airlines,CLT,HTS,484,NC,WV,1
70,66,3168,2037,235,Piedmont Airlines,CLT,HTS,484,NC,WV,2
93,92,4416,2931,235,Piedmont Airlines,CLT,HTS,484,NC,WV,3
94,91,4368,3044,235,Piedmont Airlines,CLT,HTS,484,NC,WV,12
87,85,4080,2992,235,Piedmont Airlines,CLT,HTS,484,NC,WV,11
81,79,3792,2798,235,Piedmont Airlines,CLT,HTS,484,NC,WV,10
1,1,48,29,88,Piedmont Airlines,CAE,CLT,484,SC,NC,6
1,1,48,39,75,Piedmont Airlines,GSP,CLT,484,SC,NC,1
3,3,144,136,88,Piedmont Airlines,CAE,CLT,484,SC,NC,4
3,3,144,117,75,Piedmont Airlines,GSP,CLT,484,SC,NC,4
8,8,384,324,99,Piedmont Airlines,FLO,CLT,484,SC,NC,4
10,10,480,321,99,Piedmont Airlines,FLO,CLT,484,SC,NC,7
10,10,480,243,207,Piedmont Airlines,HHH,CLT,484,SC,NC,7
26,24,1152,1073,75,Piedmont Airlines,GSP,CLT,484,SC,NC,2
29,27,1296,1061,99,Piedmont Airlines,FLO,CLT,484,SC,NC,5
37,36,1728,1555,75,Piedmont Airlines,GSP,CLT,484,SC,NC,3
65,65,3120,2718,88,Piedmont Airlines,CAE,CLT,484,SC,NC,3
70,68,3264,2653,99,Piedmont Airlines,FLO,CLT,484,SC,NC,6
82,80,3840,2707,99,Piedmont Airlines,FLO,CLT,484,SC,NC,2
82,67,3216,1671,207,Piedmont Airlines,HHH,CLT,484,SC,NC,2
89,82,3936,2114,207,Piedmont Airlines,HHH,CLT,484,SC,NC,4
89,83,3984,2880,99,Piedmont Airlines,FLO,CLT,484,SC,NC,3
89,78,3744,2888,99,Piedmont Airlines,FLO,CLT,484,SC,NC,1
90,88,4224,2202,207,Piedmont Airlines,HHH,CLT,484,SC,NC,6
91,68,3264,1562,207,Piedmont Airlines,HHH,CLT,484,SC,NC,1
93,87,4176,2273,207,Piedmont Airlines,HHH,CLT,484,SC,NC,5
93,89,4272,2214,207,Piedmont Airlines,HHH,CLT,484,SC,NC,3
99,98,4704,3934,88,Piedmont Airlines,CAE,CLT,484,SC,NC,2
135,125,6000,4966,88,Piedmont Airlines,CAE,CLT,484,SC,NC,1
11,11,528,500,75,Piedmont Airlines,GSP,CLT,484,SC,NC,12
43,41,1968,1687,88,Piedmont Airlines,CAE,CLT,484,SC,NC,12
74,67,3216,1551,207,Piedmont Airlines,HHH,CLT,484,SC,NC,12
98,95,4560,3452,99,Piedmont Airlines,FLO,CLT,484,SC,NC,12
14,14,672,472,88,Piedmont Airlines,CAE,CLT,484,SC,NC,11
64,56,2688,1344,207,Piedmont Airlines,HHH,CLT,484,SC,NC,11
102,99,4752,3504,99,Piedmont Airlines,FLO,CLT,484,SC,NC,11
8,7,336,291,75,Piedmont Airlines,GSP,CLT,484,SC,NC,10
77,71,3408,1767,207,Piedmont Airlines,HHH,CLT,484,SC,NC,10
96,90,4320,3176,99,Piedmont Airlines,FLO,CLT,484,SC,NC,10
1,1,48,29,88,Piedmont Airlines,CAE,CLT,484,SC,NC,6
1,1,48,39,75,Piedmont Airlines,GSP,CLT,484,SC,NC,1
3,3,144,136,88,Piedmont Airlines,CAE,CLT,484,SC,NC,4
3,3,144,117,75,Piedmont Airlines,GSP,CLT,484,SC,NC,4
8,8,384,324,99,Piedmont Airlines,FLO,CLT,484,SC,NC,4
10,10,480,321,99,Piedmont Airlines,FLO,CLT,484,SC,NC,7
10,10,480,243,207,Piedmont Airlines,HHH,CLT,484,SC,NC,7
26,24,1152,1073,75,Piedmont Airlines,GSP,CLT,484,SC,NC,2
29,27,1296,1061,99,Piedmont Airlines,FLO,CLT,484,SC,NC,5
37,36,1728,1555,75,Piedmont Airlines,GSP,CLT,484,SC,NC,3
65,65,3120,2718,88,Piedmont Airlines,CAE,CLT,484,SC,NC,3
70,68,3264,2653,99,Piedmont Airlines,FLO,CLT,484,SC,NC,6
82,67,3216,1671,207,Piedmont Airlines,HHH,CLT,484,SC,NC,2
82,80,3840,2707,99,Piedmont Airlines,FLO,CLT,484,SC,NC,2
89,83,3984,2880,99,Piedmont Airlines,FLO,CLT,484,SC,NC,3
89,78,3744,2888,99,Piedmont Airlines,FLO,CLT,484,SC,NC,1
89,82,3936,2114,207,Piedmont Airlines,HHH,CLT,484,SC,NC,4
90,88,4224,2202,207,Piedmont Airlines,HHH,CLT,484,SC,NC,6
91,68,3264,1562,207,Piedmont Airlines,HHH,CLT,484,SC,NC,1
93,89,4272,2214,207,Piedmont Airlines,HHH,CLT,484,SC,NC,3
93,87,4176,2273,207,Piedmont Airlines,HHH,CLT,484,SC,NC,5
99,98,4704,3934,88,Piedmont Airlines,CAE,CLT,484,SC,NC,2
135,125,6000,4966,88,Piedmont Airlines,CAE,CLT,484,SC,NC,1
1,1,48,26,146,Piedmont Airlines,HHH,FLO,484,SC,SC,2
4,4,192,113,119,Piedmont Airlines,TRI,CLT,484,TN,NC,7
17,16,768,608,119,Piedmont Airlines,TRI,CLT,484,TN,NC,2
31,31,1488,1136,119,Piedmont Airlines,TRI,CLT,484,TN,NC,3
34,33,1584,1376,119,Piedmont Airlines,TRI,CLT,484,TN,NC,6
34,33,1584,1280,119,Piedmont Airlines,TRI,CLT,484,TN,NC,5
58,58,2784,1703,119,Piedmont Airlines,TRI,CLT,484,TN,NC,4
130,123,5904,3987,119,Piedmont Airlines,TRI,CLT,484,TN,NC,1
136,131,6288,4384,119,Piedmont Airlines,TRI,CLT,484,TN,NC,12
133,129,6181,4373,119,Piedmont Airlines,TRI,CLT,484,TN,NC,11
132,127,6096,4866,119,Piedmont Airlines,TRI,CLT,484,TN,NC,10
1,1,48,44,245,Piedmont Airlines,CHO,CLT,484,VA,NC,6
1,1,48,47,282,Piedmont Airlines,PHF,CLT,484,VA,NC,6
2,2,96,73,175,Piedmont Airlines,LYH,CLT,484,VA,NC,7
9,9,432,350,155,Piedmont Airlines,ROA,CLT,484,VA,NC,7
30,29,1392,1288,175,Piedmont Airlines,LYH,CLT,484,VA,NC,6
31,31,1488,1285,175,Piedmont Airlines,LYH,CLT,484,VA,NC,5
32,30,1440,1094,175,Piedmont Airlines,LYH,CLT,484,VA,NC,4
36,36,1728,1379,175,Piedmont Airlines,LYH,CLT,484,VA,NC,3
63,58,2784,2281,175,Piedmont Airlines,LYH,CLT,484,VA,NC,2
91,86,4128,3204,155,Piedmont Airlines,ROA,CLT,484,VA,NC,5
93,88,4224,3444,175,Piedmont Airlines,LYH,CLT,484,VA,NC,1
96,96,4608,3905,155,Piedmont Airlines,ROA,CLT,484,VA,NC,6
98,97,4656,3289,155,Piedmont Airlines,ROA,CLT,484,VA,NC,4
107,107,5136,4287,155,Piedmont Airlines,ROA,CLT,484,VA,NC,2
123,121,5808,4656,155,Piedmont Airlines,ROA,CLT,484,VA,NC,3
149,144,6912,5487,155,Piedmont Airlines,ROA,CLT,484,VA,NC,1
1,1,48,31,245,Piedmont Airlines,CHO,CLT,484,VA,NC,12
153,146,7008,6007,175,Piedmont Airlines,LYH,CLT,484,VA,NC,12
171,171,8208,6380,155,Piedmont Airlines,ROA,CLT,484,VA,NC,12
157,154,7392,6625,175,Piedmont Airlines,LYH,CLT,484,VA,NC,11
180,177,8496,6660,155,Piedmont Airlines,ROA,CLT,484,VA,NC,11
161,156,7488,6754,175,Piedmont Airlines,LYH,CLT,484,VA,NC,10
204,201,9648,7490,155,Piedmont Airlines,ROA,CLT,484,VA,NC,10
1,1,48,42,242,Piedmont Airlines,ROA,CAE,484,VA,SC,2
13,13,624,547,235,Piedmont Airlines,HTS,CLT,484,WV,NC,6
62,62,2976,2194,235,Piedmont Airlines,HTS,CLT,484,WV,NC,4
62,61,2928,2405,235,Piedmont Airlines,HTS,CLT,484,WV,NC,5
70,68,3264,2270,235,Piedmont Airlines,HTS,CLT,484,WV,NC,1
70,67,3216,2225,235,Piedmont Airlines,HTS,CLT,484,WV,NC,2
93,92,4416,3059,235,Piedmont Airlines,HTS,CLT,484,WV,NC,3
94,92,4416,3151,235,Piedmont Airlines,HTS,CLT,484,WV,NC,12
86,83,3984,3008,235,Piedmont Airlines,HTS,CLT,484,WV,NC,11
82,81,3888,2990,235,Piedmont Airlines,HTS,CLT,484,WV,NC,10
6,6,222,114,239,"Commutair Aka Champlain Enterprises, Inc.",GSO,IAD,491,NC,VA,1
1,1,37,31,284,"Commutair Aka Champlain Enterprises, Inc.",FAY,IAD,491,NC,VA,12
43,42,1554,1224,239,"Commutair Aka Champlain Enterprises, Inc.",GSO,IAD,491,NC,VA,12
34,34,1258,880,239,"Commutair Aka Champlain Enterprises, Inc.",GSO,IAD,491,NC,VA,11
4,4,148,108,239,"Commutair Aka Champlain Enterprises, Inc.",GSO,IAD,491,NC,VA,10
1,1,37,10,384,"Commutair Aka Champlain Enterprises, Inc.",GSP,IAD,491,SC,VA,1
6,6,222,209,239,"Commutair Aka Champlain Enterprises, Inc.",IAD,GSO,491,VA,NC,1
1,1,37,29,284,"Commutair Aka Champlain Enterprises, Inc.",IAD,FAY,491,VA,NC,12
43,42,1554,1214,239,"Commutair Aka Champlain Enterprises, Inc.",IAD,GSO,491,VA,NC,12
34,34,1258,991,239,"Commutair Aka Champlain Enterprises, Inc.",IAD,GSO,491,VA,NC,11
4,4,148,129,239,"Commutair Aka Champlain Enterprises, Inc.",IAD,GSO,491,VA,NC,10
7,7,770,592,587,Delta Air Lines Inc.,TPA,RDU,608,FL,NC,6
24,23,2530,1672,587,Delta Air Lines Inc.,TPA,RDU,608,FL,NC,1
25,25,2750,2008,587,Delta Air Lines Inc.,TPA,RDU,608,FL,NC,2
28,28,3080,2577,587,Delta Air Lines Inc.,TPA,RDU,608,FL,NC,5
30,30,3300,2976,587,Delta Air Lines Inc.,TPA,RDU,608,FL,NC,4
31,31,3410,3030,587,Delta Air Lines Inc.,TPA,RDU,608,FL,NC,3
73,72,7920,6892,534,Delta Air Lines Inc.,MCO,RDU,608,FL,NC,1
74,72,7920,6458,534,Delta Air Lines Inc.,MCO,RDU,608,FL,NC,2
89,88,9680,7863,534,Delta Air Lines Inc.,MCO,RDU,608,FL,NC,7
89,89,9790,8554,534,Delta Air Lines Inc.,MCO,RDU,608,FL,NC,3
90,90,9897,8561,534,Delta Air Lines Inc.,MCO,RDU,608,FL,NC,5
90,90,9900,8709,534,Delta Air Lines Inc.,MCO,RDU,608,FL,NC,4
90,89,9790,8109,534,Delta Air Lines Inc.,MCO,RDU,608,FL,NC,6
92,91,10010,8361,534,Delta Air Lines Inc.,MCO,RDU,608,FL,NC,8
1,1,110,109,356,Delta Air Lines Inc.,ATL,RDU,608,GA,NC,1
2,2,220,194,331,Delta Air Lines Inc.,ATL,FAY,608,GA,NC,1
4,4,440,358,306,Delta Air Lines Inc.,ATL,GSO,608,GA,NC,10
8,8,880,638,306,Delta Air Lines Inc.,ATL,GSO,608,GA,NC,9
26,26,2860,2569,164,Delta Air Lines Inc.,ATL,AVL,608,GA,NC,4
31,31,3408,3060,164,Delta Air Lines Inc.,ATL,AVL,608,GA,NC,7
31,31,3409,3032,164,Delta Air Lines Inc.,ATL,AVL,608,GA,NC,8
34,34,3738,3330,164,Delta Air Lines Inc.,ATL,AVL,608,GA,NC,6
37,37,4069,3564,164,Delta Air Lines Inc.,ATL,AVL,608,GA,NC,3
43,44,4840,3757,226,Delta Air Lines Inc.,ATL,CLT,608,GA,NC,9
56,56,6160,4949,164,Delta Air Lines Inc.,ATL,AVL,608,GA,NC,2
56,56,6160,5529,164,Delta Air Lines Inc.,ATL,AVL,608,GA,NC,5
59,57,6270,4433,164,Delta Air Lines Inc.,ATL,AVL,608,GA,NC,1
73,71,7810,5559,226,Delta Air Lines Inc.,ATL,CLT,608,GA,NC,2
81,80,8800,6937,226,Delta Air Lines Inc.,ATL,CLT,608,GA,NC,6
82,81,8910,8187,164,Delta Air Lines Inc.,ATL,AVL,608,GA,NC,10
87,85,9350,7624,306,Delta Air Lines Inc.,ATL,GSO,608,GA,NC,4
90,90,9900,7979,164,Delta Air Lines Inc.,ATL,AVL,608,GA,NC,9
91,89,9790,8304,306,Delta Air Lines Inc.,ATL,GSO,608,GA,NC,1
95,94,10340,9236,306,Delta Air Lines Inc.,ATL,GSO,608,GA,NC,5
97,97,10670,9164,306,Delta Air Lines Inc.,ATL,GSO,608,GA,NC,7
98,97,10670,9151,306,Delta Air Lines Inc.,ATL,GSO,608,GA,NC,2
99,97,10670,7719,226,Delta Air Lines Inc.,ATL,CLT,608,GA,NC,1
113,112,12320,11221,306,Delta Air Lines Inc.,ATL,GSO,608,GA,NC,8
115,113,12430,10889,306,Delta Air Lines Inc.,ATL,GSO,608,GA,NC,6
119,118,12980,9182,226,Delta Air Lines Inc.,ATL,CLT,608,GA,NC,3
134,134,14739,11670,226,Delta Air Lines Inc.,ATL,CLT,608,GA,NC,7
139,138,15180,12014,226,Delta Air Lines Inc.,ATL,CLT,608,GA,NC,5
165,164,18040,15747,306,Delta Air Lines Inc.,ATL,GSO,608,GA,NC,3
166,166,18259,13361,226,Delta Air Lines Inc.,ATL,CLT,608,GA,NC,8
173,174,19139,15078,226,Delta Air Lines Inc.,ATL,CLT,608,GA,NC,4
291,291,32009,25463,226,Delta Air Lines Inc.,ATL,CLT,608,GA,NC,10
20,18,1980,1782,377,Delta Air Lines Inc.,ATL,ILM,608,GA,NC,12
31,29,3190,2748,331,Delta Air Lines Inc.,ATL,FAY,608,GA,NC,12
37,33,3630,2907,164,Delta Air Lines Inc.,ATL,AVL,608,GA,NC,12
73,66,7260,6281,306,Delta Air Lines Inc.,ATL,GSO,608,GA,NC,12
96,92,10120,6764,226,Delta Air Lines Inc.,ATL,CLT,608,GA,NC,12
3,3,330,294,331,Delta Air Lines Inc.,ATL,FAY,608,GA,NC,11
4,4,440,371,377,Delta Air Lines Inc.,ATL,ILM,608,GA,NC,11
48,47,5170,4440,306,Delta Air Lines Inc.,ATL,GSO,608,GA,NC,11
51,51,5609,4580,164,Delta Air Lines Inc.,ATL,AVL,608,GA,NC,11
58,58,6379,4524,226,Delta Air Lines Inc.,ATL,CLT,608,GA,NC,11
52,52,5720,4986,164,Delta Air Lines Inc.,ATL,AVL,608,GA,NC,10
70,69,7590,6189,226,Delta Air Lines Inc.,ATL,CLT,608,GA,NC,10
1,1,110,86,259,Delta Air Lines Inc.,ATL,CHS,608,GA,SC,10
2,2,220,198,259,Delta Air Lines Inc.,ATL,CHS,608,GA,SC,2
5,5,550,441,259,Delta Air Lines Inc.,ATL,CHS,608,GA,SC,5
10,11,1210,1069,259,Delta Air Lines Inc.,ATL,CHS,608,GA,SC,6
11,9,990,892,259,Delta Air Lines Inc.,ATL,CHS,608,GA,SC,1
13,13,1430,1341,153,Delta Air Lines Inc.,ATL,GSP,608,GA,SC,9
26,23,2530,1989,317,Delta Air Lines Inc.,ATL,MYR,608,GA,SC,9
29,29,3190,2752,317,Delta Air Lines Inc.,ATL,MYR,608,GA,SC,10
31,31,3409,3126,317,Delta Air Lines Inc.,ATL,MYR,608,GA,SC,8
31,31,3410,3091,317,Delta Air Lines Inc.,ATL,MYR,608,GA,SC,7
40,39,4290,3667,317,Delta Air Lines Inc.,ATL,MYR,608,GA,SC,2
54,52,5720,4458,317,Delta Air Lines Inc.,ATL,MYR,608,GA,SC,1
59,58,6379,5664,317,Delta Air Lines Inc.,ATL,MYR,608,GA,SC,6
64,64,7039,4878,192,Delta Air Lines Inc.,ATL,CAE,608,GA,SC,10
74,73,8030,7128,317,Delta Air Lines Inc.,ATL,MYR,608,GA,SC,5
89,89,9790,8774,317,Delta Air Lines Inc.,ATL,MYR,608,GA,SC,3
90,90,9900,8537,317,Delta Air Lines Inc.,ATL,MYR,608,GA,SC,4
95,94,10340,9448,153,Delta Air Lines Inc.,ATL,GSP,608,GA,SC,8
96,95,10450,9508,153,Delta Air Lines Inc.,ATL,GSP,608,GA,SC,7
97,96,10558,9190,153,Delta Air Lines Inc.,ATL,GSP,608,GA,SC,5
98,97,10670,9537,153,Delta Air Lines Inc.,ATL,GSP,608,GA,SC,3
98,97,10669,8712,153,Delta Air Lines Inc.,ATL,GSP,608,GA,SC,2
99,98,10780,8341,153,Delta Air Lines Inc.,ATL,GSP,608,GA,SC,1
111,109,11989,10058,192,Delta Air Lines Inc.,ATL,CAE,608,GA,SC,3
112,111,12210,11236,153,Delta Air Lines Inc.,ATL,GSP,608,GA,SC,6
124,121,13307,11112,192,Delta Air Lines Inc.,ATL,CAE,608,GA,SC,1
129,129,14189,12356,192,Delta Air Lines Inc.,ATL,CAE,608,GA,SC,4
131,131,14410,10365,192,Delta Air Lines Inc.,ATL,CAE,608,GA,SC,9
143,140,15400,12190,192,Delta Air Lines Inc.,ATL,CAE,608,GA,SC,2
164,165,18146,14786,192,Delta Air Lines Inc.,ATL,CAE,608,GA,SC,8
168,168,18480,16753,153,Delta Air Lines Inc.,ATL,GSP,608,GA,SC,4
173,172,18919,16685,192,Delta Air Lines Inc.,ATL,CAE,608,GA,SC,6
179,176,19360,16044,192,Delta Air Lines Inc.,ATL,CAE,608,GA,SC,7
195,195,21449,18215,192,Delta Air Lines Inc.,ATL,CAE,608,GA,SC,5
26,26,2860,1428,612,Delta Air Lines Inc.,BOS,RDU,608,MA,NC,2
26,26,2860,1091,612,Delta Air Lines Inc.,BOS,RDU,608,MA,NC,1
27,24,2640,1797,612,Delta Air Lines Inc.,BOS,RDU,608,MA,NC,3
27,27,2970,1782,612,Delta Air Lines Inc.,BOS,RDU,608,MA,NC,10
29,29,3190,2295,612,Delta Air Lines Inc.,BOS,RDU,608,MA,NC,4
30,30,3297,1458,612,Delta Air Lines Inc.,BOS,RDU,608,MA,NC,9
67,67,7369,6008,612,Delta Air Lines Inc.,BOS,RDU,608,MA,NC,6
74,74,8140,6937,612,Delta Air Lines Inc.,BOS,RDU,608,MA,NC,7
85,85,9348,7851,612,Delta Air Lines Inc.,BOS,RDU,608,MA,NC,8
106,106,11657,8741,612,Delta Air Lines Inc.,BOS,RDU,608,MA,NC,5
5,4,440,313,818,Delta Air Lines Inc.,BOS,CHS,608,MA,SC,3
34,34,3740,2376,500,Delta Air Lines Inc.,DTW,CLT,608,MI,NC,5
50,50,5499,3008,500,Delta Air Lines Inc.,DTW,CLT,608,MI,NC,2
53,53,5829,4874,501,Delta Air Lines Inc.,DTW,RDU,608,MI,NC,5
55,55,6048,5282,501,Delta Air Lines Inc.,DTW,RDU,608,MI,NC,6
57,56,6160,3695,501,Delta Air Lines Inc.,DTW,RDU,608,MI,NC,2
58,58,6379,4519,501,Delta Air Lines Inc.,DTW,RDU,608,MI,NC,9
58,58,6378,5228,501,Delta Air Lines Inc.,DTW,RDU,608,MI,NC,4
59,59,6490,3107,500,Delta Air Lines Inc.,DTW,CLT,608,MI,NC,1
61,61,6710,5478,501,Delta Air Lines Inc.,DTW,RDU,608,MI,NC,10
67,66,7260,3979,501,Delta Air Lines Inc.,DTW,RDU,608,MI,NC,1
73,73,8028,6764,501,Delta Air Lines Inc.,DTW,RDU,608,MI,NC,8
74,74,8138,6304,500,Delta Air Lines Inc.,DTW,CLT,608,MI,NC,6
74,74,8137,6061,501,Delta Air Lines Inc.,DTW,RDU,608,MI,NC,3
83,82,9020,6568,500,Delta Air Lines Inc.,DTW,CLT,608,MI,NC,4
85,84,9240,8366,501,Delta Air Lines Inc.,DTW,RDU,608,MI,NC,7
107,106,11659,7918,500,Delta Air Lines Inc.,DTW,CLT,608,MI,NC,3
124,123,13529,10145,500,Delta Air Lines Inc.,DTW,CLT,608,MI,NC,7
126,124,13636,8169,500,Delta Air Lines Inc.,DTW,CLT,608,MI,NC,9
137,137,15068,9999,500,Delta Air Lines Inc.,DTW,CLT,608,MI,NC,10
143,142,15618,10746,500,Delta Air Lines Inc.,DTW,CLT,608,MI,NC,8
44,42,4620,2750,500,Delta Air Lines Inc.,DTW,CLT,608,MI,NC,12
9,9,990,692,501,Delta Air Lines Inc.,DTW,RDU,608,MI,NC,11
69,69,7590,5071,500,Delta Air Lines Inc.,DTW,CLT,608,MI,NC,11
102,101,11110,8247,500,Delta Air Lines Inc.,DTW,CLT,608,MI,NC,10
1,1,110,54,508,Delta Air Lines Inc.,DTW,GSP,608,MI,SC,4
26,26,2860,2066,508,Delta Air Lines Inc.,DTW,GSP,608,MI,SC,3
29,30,3298,2274,508,Delta Air Lines Inc.,DTW,GSP,608,MI,SC,9
31,31,3410,2390,508,Delta Air Lines Inc.,DTW,GSP,608,MI,SC,10
26,26,2859,2561,980,Delta Air Lines Inc.,MSP,RDU,608,MN,NC,5
31,31,3409,2751,980,Delta Air Lines Inc.,MSP,RDU,608,MN,NC,4
33,33,3626,3301,980,Delta Air Lines Inc.,MSP,RDU,608,MN,NC,6
54,54,5939,4263,930,Delta Air Lines Inc.,MSP,CLT,608,MN,NC,9
57,54,5940,5154,930,Delta Air Lines Inc.,MSP,CLT,608,MN,NC,4
68,65,7149,3953,930,Delta Air Lines Inc.,MSP,CLT,608,MN,NC,1
70,70,7699,5046,930,Delta Air Lines Inc.,MSP,CLT,608,MN,NC,2
79,78,8573,7826,980,Delta Air Lines Inc.,MSP,RDU,608,MN,NC,7
82,82,9019,6426,930,Delta Air Lines Inc.,MSP,CLT,608,MN,NC,3
83,82,9015,7109,930,Delta Air Lines Inc.,MSP,CLT,608,MN,NC,5
85,82,9019,6778,980,Delta Air Lines Inc.,MSP,RDU,608,MN,NC,9
89,89,9789,9006,980,Delta Air Lines Inc.,MSP,RDU,608,MN,NC,8
103,103,11326,9820,930,Delta Air Lines Inc.,MSP,CLT,608,MN,NC,6
104,102,11217,10032,930,Delta Air Lines Inc.,MSP,CLT,608,MN,NC,7
111,108,11876,10161,980,Delta Air Lines Inc.,MSP,RDU,608,MN,NC,10
113,112,12318,10458,930,Delta Air Lines Inc.,MSP,CLT,608,MN,NC,8
113,114,12536,10341,930,Delta Air Lines Inc.,MSP,CLT,608,MN,NC,10
20,20,2199,1523,980,Delta Air Lines Inc.,MSP,RDU,608,MN,NC,12
54,54,5938,4558,930,Delta Air Lines Inc.,MSP,CLT,608,MN,NC,12
3,3,330,281,980,Delta Air Lines Inc.,MSP,RDU,608,MN,NC,11
101,101,11101,8006,930,Delta Air Lines Inc.,MSP,CLT,608,MN,NC,11
79,78,8577,7221,930,Delta Air Lines Inc.,MSP,CLT,608,MN,NC,10
7,7,770,532,587,Delta Air Lines Inc.,RDU,TPA,608,NC,FL,6
24,23,2530,1343,587,Delta Air Lines Inc.,RDU,TPA,608,NC,FL,1
25,25,2750,1941,587,Delta Air Lines Inc.,RDU,TPA,608,NC,FL,2
28,28,3080,2283,587,Delta Air Lines Inc.,RDU,TPA,608,NC,FL,5
30,30,3300,2577,587,Delta Air Lines Inc.,RDU,TPA,608,NC,FL,4
31,31,3410,2919,587,Delta Air Lines Inc.,RDU,TPA,608,NC,FL,3
73,72,7920,6529,534,Delta Air Lines Inc.,RDU,MCO,608,NC,FL,1
74,73,8025,6811,534,Delta Air Lines Inc.,RDU,MCO,608,NC,FL,2
89,89,9789,8718,534,Delta Air Lines Inc.,RDU,MCO,608,NC,FL,7
89,89,9790,9006,534,Delta Air Lines Inc.,RDU,MCO,608,NC,FL,3
90,90,9898,8165,534,Delta Air Lines Inc.,RDU,MCO,608,NC,FL,5
90,90,9900,8312,534,Delta Air Lines Inc.,RDU,MCO,608,NC,FL,4
90,88,9679,8888,534,Delta Air Lines Inc.,RDU,MCO,608,NC,FL,6
92,91,10009,8151,534,Delta Air Lines Inc.,RDU,MCO,608,NC,FL,8
3,3,330,305,331,Delta Air Lines Inc.,FAY,ATL,608,NC,GA,1
4,4,440,366,306,Delta Air Lines Inc.,GSO,ATL,608,NC,GA,10
8,8,880,565,306,Delta Air Lines Inc.,GSO,ATL,608,NC,GA,9
25,25,2750,2382,164,Delta Air Lines Inc.,AVL,ATL,608,NC,GA,4
31,31,3409,2895,164,Delta Air Lines Inc.,AVL,ATL,608,NC,GA,7
31,31,3410,2824,164,Delta Air Lines Inc.,AVL,ATL,608,NC,GA,8
34,34,3740,3398,164,Delta Air Lines Inc.,AVL,ATL,608,NC,GA,6
38,38,4180,3420,164,Delta Air Lines Inc.,AVL,ATL,608,NC,GA,3
42,41,4510,2833,226,Delta Air Lines Inc.,CLT,ATL,608,NC,GA,9
56,56,6160,5488,164,Delta Air Lines Inc.,AVL,ATL,608,NC,GA,2
56,56,6159,5387,164,Delta Air Lines Inc.,AVL,ATL,608,NC,GA,5
58,56,6160,5381,164,Delta Air Lines Inc.,AVL,ATL,608,NC,GA,1
75,74,8139,6228,226,Delta Air Lines Inc.,CLT,ATL,608,NC,GA,2
81,80,8799,7664,226,Delta Air Lines Inc.,CLT,ATL,608,NC,GA,6
82,82,9020,7934,164,Delta Air Lines Inc.,AVL,ATL,608,NC,GA,10
87,86,9460,7175,306,Delta Air Lines Inc.,GSO,ATL,608,NC,GA,4
89,89,9787,7863,164,Delta Air Lines Inc.,AVL,ATL,608,NC,GA,9
91,89,9790,8102,306,Delta Air Lines Inc.,GSO,ATL,608,NC,GA,1
96,94,10338,9208,306,Delta Air Lines Inc.,GSO,ATL,608,NC,GA,5
97,97,10668,9348,306,Delta Air Lines Inc.,GSO,ATL,608,NC,GA,7
97,95,10449,7609,226,Delta Air Lines Inc.,CLT,ATL,608,NC,GA,1
98,97,10667,9382,306,Delta Air Lines Inc.,GSO,ATL,608,NC,GA,2
113,113,12427,10705,306,Delta Air Lines Inc.,GSO,ATL,608,NC,GA,8
115,113,12428,10892,306,Delta Air Lines Inc.,GSO,ATL,608,NC,GA,6
118,117,12870,10210,226,Delta Air Lines Inc.,CLT,ATL,608,NC,GA,3
134,134,14738,12830,226,Delta Air Lines Inc.,CLT,ATL,608,NC,GA,7
144,143,15728,13113,226,Delta Air Lines Inc.,CLT,ATL,608,NC,GA,5
